name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Mansome,2012,"18,395",0,"18,395"
The Winding Stream,2014,"18,389",0,"18,389"
Donkey Punch,2008,"18,378",0,"18,378"
Jasmine,2015/I,"18,373",0,"18,373"
Deadfall,1993,"18,369",0,"18,369"
Oka!,2011,"18,364",0,"18,364"
A League of Ordinary Gentlemen,2004,"18,326",0,"18,326"
Am Limit,2007,"18,254",0,"18,254"
The Little Death,2014,"18,238",0,"18,238"
Guizi lai le,2000,"18,223",0,"18,223"
Le thé au harem d'Archimède,1985,"18,216",0,"18,216"
Eshtebak,2016,"18,215",0,"18,215"
Saving Grace,1986,"18,209",0,"18,209"
Torn,2013/I,"18,202",0,"18,202"
The Sticky Fingers of Time,1997,"18,195",0,"18,195"
Test,2013/I,"18,172",0,"18,172"
City Lights,2006,"18,165",0,"18,165"
Terminus paradis,1998,0,"18,137","18,137"
Faraway Eyes,2020,"5,612","12,523","18,135"
L'iceberg,2005,"18,134",0,"18,134"
The Delta,1996,"18,134",0,"18,134"
Douchebag,2010,"18,117",0,"18,117"
Scarlet Diva,2000,"18,062",0,"18,062"
Wildflower,2016,"18,062",0,"18,062"
Gangnam 1970,2015,"18,022",0,"18,022"
Nénette,2010,"18,009",0,"18,009"
Juan de los muertos,2011,"18,005",0,"18,005"
Bobbi Jene,2017,"18,004",0,"18,004"
The Channel,2016/I,"18,001",0,"18,001"
Death of an Angel,1986,"18,000",0,"18,000"
Cook County,2009,"17,977",0,"17,977"
The Korean,2008,"17,973",0,"17,973"
The Land,2016,"17,958",0,"17,958"
Men Go to Battle,2015,"17,950",0,"17,950"
Great Directors,2009,"17,921",0,"17,921"
Harry Benson: Shoot First,2016,"17,839",0,"17,839"
La traversée de Paris,1956,"17,824",0,"17,824"
All's Faire in Love,2009,"17,810",0,"17,810"
La nuit américaine,1973,"17,808",0,"17,808"
Spookies,1986,"17,785",0,"17,785"
Payback,2011,"17,769",0,"17,769"
Le journal d'une femme de chambre,1964,"17,754",0,"17,754"
Zuotian,2001,"17,717",0,"17,717"
Bad Grandmas,2017,"17,688",0,"17,688"
Blessed Is the Match: The Life and Death of Hannah Senesh,2008,"17,655",0,"17,655"
The History of Future Folk,2012,"17,646",0,"17,646"
Sonny,2002,"17,639",0,"17,639"
Cracks,2009/I,"17,595",0,"17,595"
A Bit of Bad Luck,2014,"17,585",0,"17,585"
The Missing Person,2009,"17,580",0,"17,580"
The Look,2011/I,"17,580",0,"17,580"
Wait for Your Laugh,2017,"17,556",0,"17,556"
Valhalla Rising,2009,"17,546",0,"17,546"
Streit's: Matzo and the American Dream,2015,"17,506",0,"17,506"
Strangerland,2015,"17,472",0,"17,472"
Peter and the Farm,2016,"17,465",0,"17,465"
The Novice,2021,"17,451",0,"17,451"
5 Days of War,2011,"17,438",0,"17,438"
The Girl from the Naked Eye,2012,"17,401",0,"17,401"
Ceský sen,2004,"17,393",0,"17,393"
Jamel Shabazz Street Photographer,2013,"17,378",0,"17,378"
Bitch Slap,2009,"17,365",0,"17,365"
Hippocrate,2014,"17,358",0,"17,358"
La legge,1959,"17,351",0,"17,351"
"Milwaukee, Minnesota",2003,"17,350",0,"17,350"
Mental,2012,"17,346",0,"17,346"
Film Geek,2005,"17,341",0,"17,341"
Zizek!,2005,"17,320",0,"17,320"
Mystery of the Kingdom of God,2021,"17,316",0,"17,316"
The Dead Girl,2006,"17,311",0,"17,311"
The Homestretch,2014,"17,306",0,"17,306"
Out of Blue,2018,"17,260",0,"17,260"
Ode to Joy,2019,"17,227",0,"17,227"
Adventures of Power,2008,"17,196",0,"17,196"
Gutta Story,2011,"17,192",0,"17,192"
Fuchi ni tatsu,2016,"17,191",0,"17,191"
Violet & Daisy,2011,"17,186",0,"17,186"
Cold Heaven,1991,"17,163",0,"17,163"
Speedway Junky,1999,"17,127",0,"17,127"
Grandmaster,2012,"17,077",0,"17,077"
The First Time,2012/I,"17,061",0,"17,061"
The Sound of Silence,2019,"17,030",0,"17,030"
Hard Core Logo,1996,"17,012",0,"17,012"
InSight,2011,"17,011",0,"17,011"
Killshot,2008,"17,007",0,"17,007"
Ending Taxation: The Only Game in Town,2010,"17,000",0,"17,000"
Mia et le Migou,2008,"16,975",0,"16,975"
Maze,2000,"16,974",0,"16,974"
Holy Hell,2016,"16,905",0,"16,905"
Sanpo suru shinryakusha,2017,"16,901",0,"16,901"
Dear Jesse,1998,"16,875",0,"16,875"
Let My People Go!,2011,"16,861",0,"16,861"
Love and a Bullet,2002,"16,853",0,"16,853"
The World Unseen,2007,"16,832",0,"16,832"
Mansfield 66/67,2017,"16,817",0,"16,817"
Mania Days,2015,"16,816",0,"16,816"
Trespass,2011,"16,816",0,"16,816"
It's in the Water,1997,"16,809",0,"16,809"
Monsieur N.,2003,"16,802",0,"16,802"
Svadba,2000,"16,799",0,"16,799"
7 días,2005,"16,791",0,"16,791"
Smooth Talk,1985,"16,785",0,"16,785"
Extraction,2015/II,"16,775",0,"16,775"
Holding Trevor,2007,"16,747",0,"16,747"
Adult World,2013,"16,740",0,"16,740"
The Seasons in Quincy: Four Portraits of John Berger,2016,"16,738",0,"16,738"
Le chat du rabbin,2011,"16,659",0,"16,659"
2by4,1998,"16,637",0,"16,637"
"South of Heaven, West of Hell",2000,"16,609",0,"16,609"
Little Birds,2011,"16,590",0,"16,590"
American Cannibal: The Road to Reality,2006,"16,566",0,"16,566"
